,cancel_proba
47241,0.8636363636363636
26653,0.6090909090909091
41701,0.3090909090909091
10169,0.4909090909090909
117657,0.7
30664,0.05454545454545454
99895,0.41818181818181815
46401,0.41363636363636364
58754,1.0
24439,0.7227272727272728
114248,0.5409090909090909
64148,0.9318181818181818
37150,0.4818181818181818
45733,0.6454545454545455
43624,0.4636363636363636
48812,0.95
67250,0.7090909090909091
2323,0.9954545454545455
104944,0.41818181818181815
37896,0.2590909090909091
113734,0.6136363636363636
42030,0.35454545454545455
633,0.2318181818181818
41642,0.2909090909090909
40466,0.4863636363636364
45276,0.10909090909090909
18979,0.07727272727272727
21102,0.4818181818181818
19209,0.9454545454545454
54324,0.8227272727272728
7136,0.8272727272727273
115950,0.4772727272727273
85622,0.5
115337,0.4
26771,0.4772727272727273
37327,0.8363636363636363
7161,0.7136363636363636
49213,0.2545454545454545
102898,0.20909090909090908
72179,0.990909090909091
117297,0.5136363636363637
53639,0.4590909090909091
11609,0.36818181818181817
65605,0.9954545454545455
54929,0.44545454545454544
30074,0.8272727272727273
62437,0.9818181818181818
113864,0.740909090909091
95862,0.6863636363636364
38865,0.7909090909090909
98441,0.4
110851,0.29545454545454547
37170,0.8363636363636363
73182,0.5545454545454546
14897,0.9409090909090909
92538,0.4727272727272727
39476,0.37727272727272726
55440,0.7181818181818181
75264,0.9590909090909091
59305,0.6681818181818182
79580,0.19545454545454546
75620,0.9636363636363636
21569,0.05909090909090909
19140,0.1590909090909091
85158,0.35909090909090907
44488,0.25
43646,0.5
28124,0.35909090909090907
46852,0.44545454545454544
70013,0.9954545454545455
46367,0.990909090909091
36854,0.55
24074,0.42727272727272725
9062,0.65
61201,0.4681818181818182
41331,0.6636363636363637
1067,0.6590909090909091
54009,0.75
50095,1.0
81920,0.9954545454545455
51897,0.42727272727272725
102398,0.30454545454545456
70449,0.5363636363636364
20436,0.17272727272727273
6976,0.8227272727272728
27573,0.7045454545454546
10465,0.990909090909091
117585,0.7
46324,1.0
40677,0.65
68013,0.5454545454545454
46088,1.0
39301,0.6318181818181818
113095,0.42727272727272725
54701,0.7909090909090909
94455,0.3090909090909091
37096,0.5727272727272728
47875,0.7181818181818181
51564,0.6181818181818182
43008,0.12727272727272726
63774,0.6272727272727273
44510,0.1590909090909091
25414,0.20454545454545456
39453,0.6590909090909091
40578,0.11818181818181818
51588,0.2636363636363636
106125,0.6181818181818182
71103,0.9136363636363637
20292,0.4954545454545455
118655,0.7045454545454546
47294,0.7181818181818181
47050,0.5681818181818182
33144,0.6863636363636364
24046,0.11363636363636363
35881,0.09090909090909091
109429,0.4909090909090909
109188,0.5318181818181819
1572,0.33636363636363636
24554,0.2681818181818182
87962,0.4727272727272727
65994,0.4681818181818182
40425,0.33181818181818185
50962,1.0
11583,0.5954545454545455
114398,0.5045454545454545
74447,0.9863636363636363
54894,0.6818181818181818
313,0.4090909090909091
73890,0.9409090909090909
46033,0.990909090909091
54237,0.8909090909090909
118952,0.40454545454545454
93917,0.5363636363636364
70456,0.7227272727272728
23585,0.05454545454545454
11085,0.6363636363636364
6063,0.15
1034,0.6045454545454545
118019,0.6136363636363636
55274,0.4772727272727273
53240,0.990909090909091
75192,0.9681818181818181
66236,1.0
115456,0.6227272727272727
90549,0.06363636363636363
20323,0.12727272727272726
15768,0.09090909090909091
13325,0.4863636363636364
90789,0.08636363636363636
117783,0.38181818181818183
47038,0.5318181818181819
15666,0.9454545454545454
20636,0.01818181818181818
105006,0.5636363636363636
17395,0.5045454545454545
36030,0.07272727272727272
105612,0.6954545454545454
59268,0.5
106838,0.2727272727272727
68692,0.9954545454545455
8844,0.55
85558,0.5681818181818182
55479,0.7636363636363637
40232,0.3181818181818182
67655,0.7545454545454545
108334,0.2545454545454545
66635,0.9954545454545455
95741,0.08181818181818182
73428,0.6909090909090909
19132,0.6318181818181818
82833,0.9954545454545455
10674,0.9954545454545455
46581,0.08181818181818182
69000,0.7227272727272728
27469,0.3090909090909091
59243,0.55
40523,0.8272727272727273
7298,0.7454545454545455
38325,0.7136363636363636
109616,0.4818181818181818
113887,0.7318181818181818
78851,0.2727272727272727
72629,0.5363636363636364
109851,0.20454545454545456
6910,0.7272727272727273
108295,0.15
17142,0.21363636363636362
59716,1.0
8737,0.12272727272727273
99432,0.2318181818181818
59274,0.7090909090909091
113574,0.6318181818181818
86995,0.14545454545454545
96464,0.7
76084,0.9681818181818181
39710,0.2590909090909091
46055,0.5727272727272728
41195,0.8727272727272727
21587,0.7090909090909091
31478,0.6181818181818182
37515,0.6772727272727272
75970,0.9590909090909091
44584,0.4681818181818182
57870,0.5818181818181818
21624,0.38181818181818183
55622,1.0
30141,0.40454545454545454
53019,1.0
36650,0.7454545454545455
96312,0.5590909090909091
50085,0.6
76841,0.2818181818181818
60399,0.2318181818181818
42723,0.5772727272727273
92620,0.2545454545454545
38023,0.12272727272727273
111869,0.7090909090909091
107044,0.35909090909090907
50228,0.6863636363636364
3913,0.8545454545454545
19577,0.08181818181818182
42438,0.5545454545454546
76455,0.9954545454545455
49047,0.6409090909090909
92776,0.41818181818181815
10498,0.7863636363636364
112271,0.5227272727272727
46856,0.1409090909090909
98269,0.42272727272727273
3795,0.5954545454545455
59012,1.0
19710,0.09090909090909091
64600,1.0
20706,0.5045454545454545
9285,0.2409090909090909
62909,0.6818181818181818
50364,0.6
117762,0.5909090909090909
91351,0.5772727272727273
110987,0.7772727272727272
99545,0.19545454545454546
81908,0.9954545454545455
4303,0.9954545454545455
117371,0.5681818181818182
55853,0.8272727272727273
112115,0.5136363636363637
60941,0.6090909090909091
75841,0.95
111446,0.5954545454545455
86867,0.4681818181818182
89571,0.20909090909090908
112297,0.4863636363636364
42843,0.6772727272727272
93339,0.4727272727272727
71120,0.4863636363636364
59914,1.0
456,0.39545454545454545
82742,0.9954545454545455
907,0.2681818181818182
6372,0.6636363636363637
103438,0.33636363636363636
28302,0.7045454545454546
110793,0.7818181818181819
88702,0.4590909090909091
78561,0.11818181818181818
2574,0.5
31990,0.4090909090909091
1453,0.32727272727272727
105794,0.41818181818181815
91232,0.36818181818181817
12149,0.8227272727272728
100982,0.5454545454545454
112827,0.03636363636363636
91647,0.43636363636363634
101065,0.35909090909090907
89424,0.3181818181818182
9791,0.6272727272727273
103627,0.045454545454545456
78069,0.36818181818181817
12786,0.6727272727272727
115358,0.4772727272727273
41508,0.23636363636363636
88035,0.5545454545454546
77014,0.5045454545454545
104568,0.6818181818181818
13657,0.6590909090909091
17003,0.25
24598,0.08181818181818182
7488,0.9090909090909091
115145,0.7181818181818181
92872,0.7909090909090909
10143,0.5454545454545454
19208,0.9863636363636363
63399,0.5954545454545455
27362,0.5136363636363637
46721,0.5727272727272728
54758,0.7272727272727273
84573,0.2909090909090909
95909,0.55
9100,0.32272727272727275
12532,0.6181818181818182
35945,0.5136363636363637
93652,0.07272727272727272
82483,0.6409090909090909
98350,0.42272727272727273
58351,0.5681818181818182
34199,0.5727272727272728
2561,0.4681818181818182
102361,0.34545454545454546
86085,0.44545454545454544
5845,0.8318181818181818
111089,0.6590909090909091
89023,0.2909090909090909
109399,0.5181818181818182
39483,0.7
101521,0.5363636363636364
110830,0.2636363636363636
14055,0.045454545454545456
8890,0.6727272727272727
27371,0.39545454545454545
8083,0.6090909090909091
103629,0.5454545454545454
19912,0.7363636363636363
118048,0.2681818181818182
17753,0.09090909090909091
30701,0.5954545454545455
61457,0.25
33110,0.2636363636363636
52048,0.7681818181818182
114688,0.7454545454545455
32782,0.39090909090909093
1573,0.07272727272727272
88003,0.21363636363636362
13774,0.7636363636363637
60369,1.0
112081,0.38636363636363635
11159,0.7454545454545455
20887,0.05454545454545454
11538,0.7545454545454545
71330,0.7227272727272728
20808,0.6636363636363637
80753,0.9954545454545455
111403,0.37727272727272726
55610,0.8363636363636363
89890,0.65
45139,0.6272727272727273
53417,0.9590909090909091
33455,0.04090909090909091
116214,0.2545454545454545
33805,0.20909090909090908
73222,0.7045454545454546
103264,0.17272727272727273
33512,0.5136363636363637
12551,0.8
78765,0.9590909090909091
114290,0.5772727272727273
106427,0.4818181818181818
49991,0.9863636363636363
14576,0.2863636363636364
56731,0.6409090909090909
112600,0.39090909090909093
65261,0.5454545454545454
56836,1.0
77511,0.33636363636363636
80096,0.9954545454545455
2622,0.09545454545454546
35734,0.6954545454545454
95128,0.1
8421,0.2409090909090909
4066,1.0
57310,0.2818181818181818
54707,0.5636363636363636
43872,0.990909090909091
466,0.06818181818181818
103097,0.6090909090909091
89915,0.65
30605,0.5136363636363637
79848,0.9954545454545455
34971,0.8954545454545455
102107,0.2681818181818182
33626,0.2590909090909091
94315,0.022727272727272728
101591,0.5636363636363636
23068,0.6545454545454545
73094,0.7681818181818182
17672,0.2636363636363636
118120,0.2863636363636364
71516,0.5590909090909091
76184,0.9727272727272728
114742,0.1590909090909091
112048,0.19545454545454546
44309,0.990909090909091
68688,0.9636363636363636
75768,0.9545454545454546
17824,0.38181818181818183
82505,0.38181818181818183
63242,0.65
13469,0.4681818181818182
66919,0.9954545454545455
115793,0.8045454545454546
107500,0.36818181818181817
71155,0.6772727272727272
98969,0.15
61243,0.6636363636363637
67446,0.4636363636363636
91134,0.1
76601,0.22727272727272727
9779,0.6545454545454545
108517,0.05909090909090909
82900,0.9954545454545455
36225,0.1318181818181818
22894,0.41363636363636364
63824,0.6454545454545455
76824,0.22727272727272727
67136,0.6681818181818182
27490,0.18181818181818182
67298,0.9954545454545455
78525,0.42727272727272725
75522,0.9954545454545455
78207,0.37727272727272726
94317,0.5818181818181818
54223,0.6136363636363636
58141,0.7363636363636363
68122,0.5454545454545454
55526,0.5045454545454545
2986,0.5545454545454546
18703,0.15
97081,0.5363636363636364
102544,0.5772727272727273
68177,0.6772727272727272
42679,0.25
66330,0.6
59664,0.5409090909090909
80570,0.5727272727272728
9477,0.9318181818181818
19809,0.4681818181818182
114743,0.6318181818181818
32062,0.4590909090909091
58677,1.0
61964,0.8045454545454546
103944,0.8363636363636363
106080,0.5727272727272728
41460,0.5363636363636364
73905,0.9681818181818181
47777,0.7727272727272727
646,0.37272727272727274
9850,0.6772727272727272
42178,0.5227272727272727
86395,0.13636363636363635
18855,0.16363636363636364
63424,0.6954545454545454
91751,0.10909090909090909
1803,0.6545454545454545
79399,0.4863636363636364
31219,0.6454545454545455
69701,0.9954545454545455
72072,0.7636363636363637
98739,0.6045454545454545
28549,0.24545454545454545
115279,0.6727272727272727
105878,0.42272727272727273
113925,0.5227272727272727
7380,0.4409090909090909
27922,0.6636363636363637
71381,0.8545454545454545
68143,0.9954545454545455
16242,0.65
51786,0.5863636363636363
30705,0.06363636363636363
54239,0.7636363636363637
44044,0.4818181818181818
98680,0.35
2082,0.031818181818181815
32451,0.2636363636363636
93616,0.4863636363636364
44427,1.0
30721,0.2636363636363636
88454,0.19090909090909092
2867,0.45
111320,0.19545454545454546
74969,0.9727272727272728
91165,0.11363636363636363
50077,1.0
100545,0.7181818181818181
97240,0.8090909090909091
78029,0.32272727272727275
79422,0.9954545454545455
106147,0.45454545454545453
13393,0.6636363636363637
118540,0.7136363636363636
15898,0.36818181818181817
20101,0.39545454545454545
80573,0.19545454545454546
48939,0.5409090909090909
105229,0.7181818181818181
80490,0.990909090909091
79325,0.5045454545454545
89367,0.21363636363636362
80392,0.9954545454545455
103987,0.37727272727272726
101117,0.5818181818181818
39622,0.6318181818181818
18811,0.12727272727272726
54691,0.5636363636363636
93915,0.740909090909091
37256,0.7363636363636363
43766,0.23636363636363636
48096,0.45
103000,0.4636363636363636
3168,0.759090909090909
88812,0.16363636363636364
51632,0.9181818181818182
119050,0.2636363636363636
57288,0.8136363636363636
49323,0.5636363636363636
54844,1.0
32833,0.39090909090909093
17184,0.42727272727272725
79988,0.7
15192,0.9954545454545455
79590,0.2909090909090909
88137,0.8681818181818182
21280,0.5727272727272728
18741,0.4318181818181818
24874,0.2772727272727273
61754,0.5772727272727273
39029,0.5272727272727272
103907,0.38181818181818183
7233,0.55
112247,0.8227272727272728
100985,0.5954545454545455
33859,0.6045454545454545
72949,0.8136363636363636
87150,0.6181818181818182
112338,0.5545454545454546
115734,0.5954545454545455
79662,0.5681818181818182
52361,1.0
98814,0.5954545454545455
55108,0.6681818181818182
38815,0.65
61071,0.5363636363636364
82538,0.30454545454545456
15719,0.9545454545454546
8831,0.990909090909091
35796,0.06363636363636363
14080,0.2681818181818182
78154,0.5772727272727273
100104,0.5272727272727272
2779,0.06818181818181818
25791,0.8045454545454546
94784,0.6181818181818182
21108,0.12272727272727273
109835,0.55
83204,0.17272727272727273
81143,0.4727272727272727
45755,0.2909090909090909
94017,0.5863636363636363
42838,0.2636363636363636
117576,0.7909090909090909
27205,0.5636363636363636
27819,0.2681818181818182
73082,0.8454545454545455
7915,0.9090909090909091
107053,0.7863636363636364
80726,0.38181818181818183
58895,1.0
63867,0.6454545454545455
21402,0.38181818181818183
51758,0.6909090909090909
89536,0.18636363636363637
118055,0.5363636363636364
88508,0.2727272727272727
39568,0.5590909090909091
7045,0.39090909090909093
5449,0.5545454545454546
24371,0.1
10736,0.6090909090909091
84206,0.4409090909090909
91115,0.4318181818181818
88933,0.7545454545454545
16939,0.1590909090909091
110308,0.6863636363636364
35558,0.6227272727272727
114374,0.35454545454545455
23037,0.14545454545454545
45255,0.11363636363636363
31842,0.2863636363636364
109580,0.2772727272727273
37061,0.43636363636363634
48484,0.4954545454545455
63513,0.7772727272727272
48959,0.740909090909091
206,0.4727272727272727
1977,0.6454545454545455
16294,0.39090909090909093
90568,0.12272727272727273
25486,0.7363636363636363
10105,0.7045454545454546
95747,0.8045454545454546
106658,0.6363636363636364
19030,0.8318181818181818
64940,1.0
102800,0.15454545454545454
9588,0.5772727272727273
92789,0.5772727272727273
99398,0.4090909090909091
39002,0.5863636363636363
115066,0.6454545454545455
97469,0.2590909090909091
117071,0.32727272727272727
114719,0.16818181818181818
115795,0.65
29386,0.8636363636363636
69908,0.9954545454545455
60716,0.32727272727272727
67772,0.8590909090909091
60137,0.6272727272727273
83494,0.39090909090909093
104417,0.29545454545454547
3681,0.2318181818181818
97777,0.42272727272727273
47688,0.7
94536,0.7
40861,0.6818181818181818
67837,0.9954545454545455
46771,0.39090909090909093
38597,0.4863636363636364
104582,0.7
111961,0.25
77731,0.5590909090909091
38599,0.4090909090909091
9521,0.8363636363636363
47063,0.9136363636363637
70989,0.7272727272727273
94875,0.4727272727272727
104809,0.7
112903,0.7272727272727273
111193,0.7
41601,0.19090909090909092
43071,0.6045454545454545
8620,0.8045454545454546
89704,0.2681818181818182
665,0.23636363636363636
5228,0.6909090909090909
91911,0.15
80303,0.990909090909091
14344,0.5
58684,1.0
80339,0.9181818181818182
69663,0.9954545454545455
65649,1.0
45424,0.13636363636363635
31746,0.06363636363636363
116543,0.4772727272727273
21539,0.20454545454545456
34089,0.07272727272727272
74407,0.9681818181818181
32974,0.2590909090909091
1402,0.5227272727272727
93086,0.6
61967,0.6
36145,0.10454545454545454
48079,0.5772727272727273
70495,0.9954545454545455
9429,0.9954545454545455
90465,0.45454545454545453
71215,0.6590909090909091
67956,0.7090909090909091
71858,0.4
35005,0.5636363636363636
27668,0.22727272727272727
2516,0.6090909090909091
79016,0.17272727272727273
85821,0.34545454545454546
61182,0.740909090909091
36187,0.4
26727,0.37272727272727274
106251,0.7681818181818182
96830,0.2909090909090909
17490,0.6272727272727273
68802,0.8863636363636364
46267,0.6454545454545455
22125,0.5136363636363637
22065,0.022727272727272728
104653,0.2545454545454545
90956,0.6272727272727273
36491,0.7727272727272727
31929,0.36363636363636365
41280,0.55
54180,0.2818181818181818
60313,1.0
95414,0.2772727272727273
58853,0.5045454545454545
42083,0.08181818181818182
60615,1.0
103931,0.2772727272727273
28568,0.6136363636363636
79137,0.6090909090909091
12448,0.759090909090909
79188,0.22727272727272727
44919,1.0
76477,0.9954545454545455
46150,0.2318181818181818
30503,0.5545454545454546
52475,0.990909090909091
99252,0.5636363636363636
27861,0.10454545454545454
113928,0.42727272727272725
12365,0.8181818181818182
101886,0.4318181818181818
45366,0.6545454545454545
82282,0.38636363636363635
53478,0.6681818181818182
32248,0.13636363636363635
80091,0.9954545454545455
46554,0.6954545454545454
6502,0.8818181818181818
24660,0.23636363636363636
62961,1.0
6113,0.13636363636363635
23030,0.15
59960,0.990909090909091
96480,0.2545454545454545
315,0.42727272727272725
44413,1.0
88184,0.1318181818181818
56441,0.41818181818181815
5341,0.6590909090909091
28111,0.07727272727272727
80233,0.35
56112,0.5181818181818182
10611,0.7227272727272728
99676,0.36818181818181817
10613,0.5136363636363637
65116,0.8590909090909091
91668,0.41818181818181815
109969,0.6318181818181818
93131,0.5181818181818182
52461,1.0
14360,0.1590909090909091
84207,0.2727272727272727
14505,0.05909090909090909
46515,0.15454545454545454
114658,0.5863636363636363
110953,0.5818181818181818
112165,0.35454545454545455
77871,0.9772727272727273
55109,0.6636363636363637
74433,0.9818181818181818
73012,0.6318181818181818
26240,0.6636363636363637
32993,0.5636363636363636
111336,0.7136363636363636
36378,0.15454545454545454
59073,1.0
28559,0.7681818181818182
88502,0.20909090909090908
53682,0.8363636363636363
91089,0.12272727272727273
10421,0.9318181818181818
112026,0.6727272727272727
100147,0.55
44445,1.0
6137,0.2636363636363636
109473,0.5727272727272728
93159,0.2409090909090909
117707,0.5227272727272727
89740,0.6727272727272727
25263,0.44545454545454544
14277,0.11818181818181818
12575,0.8909090909090909
29521,0.2863636363636364
86001,0.2727272727272727
67586,0.6954545454545454
104535,0.7045454545454546
55118,0.22272727272727272
86907,0.05909090909090909
104818,0.5136363636363637
30316,0.6
49159,0.6272727272727273
18673,0.11363636363636363
7295,0.2909090909090909
116085,0.20454545454545456
6944,0.7227272727272728
54938,0.5
107647,0.7772727272727272
27928,0.6227272727272727
81019,0.9954545454545455
81652,0.2590909090909091
117782,0.20909090909090908
64593,0.9863636363636363
81945,0.9954545454545455
95774,0.2590909090909091
23404,0.10454545454545454
33215,0.5454545454545454
70357,0.9954545454545455
85148,0.18636363636363637
101101,0.7318181818181818
105255,0.24545454545454545
102882,0.5590909090909091
40692,0.21363636363636362
56851,1.0
35998,0.6409090909090909
31284,0.4772727272727273
77459,0.20454545454545456
44977,0.35
27213,0.5681818181818182
93823,0.1590909090909091
114896,0.85
21894,0.6772727272727272
62182,0.7363636363636363
91953,0.2727272727272727
100139,0.3181818181818182
82794,0.9954545454545455
88113,0.5363636363636364
33208,0.65
100491,0.13636363636363635
39123,0.34545454545454546
73316,0.6090909090909091
67580,0.7636363636363637
17167,0.9136363636363637
77530,0.15
40720,0.17272727272727273
92,0.39545454545454545
66625,0.9954545454545455
115518,0.5863636363636363
31436,0.5772727272727273
106192,0.5318181818181819
93238,0.42727272727272725
95240,0.17272727272727273
13346,0.42272727272727273
90067,0.38181818181818183
25871,0.8545454545454545
50774,0.6727272727272727
46658,0.55
96837,0.8181818181818182
23754,0.42727272727272725
34783,0.7863636363636364
23089,0.509090909090909
51781,0.6863636363636364
66181,0.9954545454545455
71420,0.4863636363636364
103185,0.2590909090909091
101145,0.5454545454545454
47398,0.5363636363636364
25103,0.6409090909090909
2324,1.0
62827,0.8
16219,0.6045454545454545
70794,0.6545454545454545
116253,0.6818181818181818
93744,0.6363636363636364
4902,0.8
54712,0.6681818181818182
54921,0.7909090909090909
21556,0.18181818181818182
77970,0.2727272727272727
113839,0.36363636363636365
19119,0.33181818181818185
70937,0.9954545454545455
101090,0.5363636363636364
107249,0.10454545454545454
71492,0.8272727272727273
104142,0.6090909090909091
10285,0.6090909090909091
114156,0.5545454545454546
39756,0.5045454545454545
114170,0.5772727272727273
70447,0.85
51071,0.34545454545454546
57677,0.37727272727272726
105370,0.3409090909090909
25894,0.7863636363636364
83715,0.6227272727272727
66914,0.9954545454545455
9685,0.509090909090909
51888,0.45
76488,0.9954545454545455
79155,0.32272727272727275
31300,0.4909090909090909
82079,0.2909090909090909
15961,0.41818181818181815
118804,0.8136363636363636
115122,0.37272727272727274
3957,0.8181818181818182
691,0.6090909090909091
116887,0.31363636363636366
104002,0.65
37005,0.5863636363636363
110882,0.5272727272727272
64088,0.7545454545454545
91608,0.5272727272727272
46011,0.39545454545454545
32610,0.5045454545454545
56898,1.0
34173,0.35909090909090907
50975,0.7727272727272727
90053,0.34545454545454546
72802,0.6818181818181818
101217,0.5136363636363637
107382,0.5818181818181818
39147,0.12272727272727273
6260,0.7772727272727272
64277,0.8
92756,0.41818181818181815
